,var_threshold,num_feat,mse
251,0.02211,9,0.0643452419230592
252,0.02221,9,0.0643452419230592
253,0.02231,9,0.0643452419230592
254,0.02241,9,0.0643452419230592
255,0.022510000000000002,9,0.0643452419230592
256,0.02261,9,0.0643452419230592
257,0.02271,9,0.0643452419230592
258,0.02281,9,0.0643452419230592
259,0.02291,9,0.0643452419230592
260,0.02301,9,0.0643452419230592
261,0.023110000000000002,9,0.0643452419230592
262,0.02321,9,0.0643452419230592
263,0.02331,9,0.0643452419230592
264,0.02341,9,0.0643452419230592
265,0.02351,9,0.0643452419230592
266,0.02361,9,0.0643452419230592
267,0.023710000000000002,9,0.0643452419230592
268,0.02381,9,0.0643452419230592
269,0.02391,9,0.0643452419230592
270,0.02401,9,0.0643452419230592
271,0.02411,9,0.0643452419230592
272,0.024210000000000002,9,0.0643452419230592
273,0.024310000000000002,9,0.0643452419230592
274,0.02441,9,0.0643452419230592
275,0.02451,9,0.0643452419230592
276,0.02461,9,0.0643452419230592
277,0.02471,9,0.0643452419230592
278,0.024810000000000002,9,0.0643452419230592
279,0.02491,9,0.0643452419230592
280,0.02501,9,0.0643452419230592
281,0.02511,9,0.0643452419230592
282,0.02521,9,0.0643452419230592
283,0.02531,9,0.0643452419230592
284,0.025410000000000002,9,0.0643452419230592
285,0.02551,9,0.0643452419230592
286,0.02561,9,0.0643452419230592
287,0.02571,9,0.0643452419230592
288,0.02581,9,0.0643452419230592
289,0.025910000000000002,9,0.0643452419230592
290,0.026010000000000002,9,0.0643452419230592
291,0.02611,9,0.0643452419230592
292,0.02621,9,0.0643452419230592
293,0.02631,9,0.0643452419230592
294,0.02641,9,0.0643452419230592
295,0.026510000000000002,9,0.0643452419230592
296,0.02661,9,0.0643452419230592
297,0.02671,9,0.0643452419230592
298,0.02681,9,0.0643452419230592
299,0.02691,9,0.0643452419230592
300,0.02701,9,0.0643452419230592
301,0.027110000000000002,9,0.0643452419230592
302,0.02721,9,0.0643452419230592
303,0.02731,9,0.0643452419230592
304,0.02741,9,0.0643452419230592
305,0.02751,9,0.0643452419230592
306,0.027610000000000003,9,0.0643452419230592
307,0.027710000000000002,9,0.0643452419230592
308,0.02781,9,0.0643452419230592
309,0.02791,9,0.0643452419230592
310,0.02801,9,0.0643452419230592
311,0.02811,9,0.0643452419230592
312,0.028210000000000002,9,0.0643452419230592
313,0.028310000000000002,9,0.0643452419230592
314,0.02841,9,0.0643452419230592
315,0.02851,9,0.0643452419230592
316,0.02861,9,0.0643452419230592
317,0.02871,9,0.0643452419230592
318,0.028810000000000002,9,0.0643452419230592
319,0.02891,9,0.0643452419230592
320,0.02901,9,0.0643452419230592
321,0.02911,9,0.0643452419230592
322,0.02921,9,0.0643452419230592
323,0.029310000000000003,9,0.0643452419230592
324,0.029410000000000002,9,0.0643452419230592
325,0.02951,9,0.0643452419230592
326,0.02961,9,0.0643452419230592
327,0.02971,9,0.0643452419230592
328,0.02981,9,0.0643452419230592
329,0.029910000000000003,9,0.0643452419230592
